Genus,Class,Family
Sorema,Dicotyledons,SOLANACEAE
Sterrhymenia,Dicotyledons,SOLANACEAE
Stimenes,Dicotyledons,SOLANACEAE
Stimomphis,Dicotyledons,SOLANACEAE
Stimoryne,Dicotyledons,SOLANACEAE
Stramonium,Dicotyledons,SOLANACEAE
Streptosolen,Dicotyledons,SOLANACEAE
Streptostigma,Dicotyledons,SOLANACEAE
Swartsia,Dicotyledons,SOLANACEAE
Symonanthus,Dicotyledons,SOLANACEAE
Tabacum,Dicotyledons,SOLANACEAE
Tabacus,Dicotyledons,SOLANACEAE
Teganium,Dicotyledons,SOLANACEAE
Teremis,Dicotyledons,SOLANACEAE
Thinogeton,Dicotyledons,SOLANACEAE
Trechonaetes,Dicotyledons,SOLANACEAE
Trianaea,Dicotyledons,SOLANACEAE
Triguera,Dicotyledons,SOLANACEAE
Triliena,Dicotyledons,SOLANACEAE
Trozelia,Dicotyledons,SOLANACEAE
Tubocapsicum,Dicotyledons,SOLANACEAE
Tula,Dicotyledons,SOLANACEAE
Ulloa,Dicotyledons,SOLANACEAE
Ulticona,Dicotyledons,SOLANACEAE
Valteta,Dicotyledons,SOLANACEAE
Vassobia,Dicotyledons,SOLANACEAE
Velpeaulia,Dicotyledons,SOLANACEAE
Vestia,Dicotyledons,SOLANACEAE
Waddingtonia,Dicotyledons,SOLANACEAE
Wadea,Dicotyledons,SOLANACEAE
Walberia,Dicotyledons,SOLANACEAE
Withania,Dicotyledons,SOLANACEAE
Witheringia,Dicotyledons,SOLANACEAE
Zwingera,Dicotyledons,SOLANACEAE
Dialyceras,Dicotyledons,SPHAEROSEPALACEAE
Rhopalocarpus,Dicotyledons,SPHAEROSEPALACEAE
Sphaerosepalum,Dicotyledons,SPHAEROSEPALACEAE
Sphenostemon,Dicotyledons,SPHENOSTEMONACEAE
Stachyurus,Dicotyledons,STACHYURACEAE
Macgregoria,Dicotyledons,STACKHOUSIACEAE
Stackhousia,Dicotyledons,STACKHOUSIACEAE
Tripterococcus,Dicotyledons,STACKHOUSIACEAE
Euscaphis,Dicotyledons,STAPHYLEACEAE
Huertea,Dicotyledons,STAPHYLEACEAE
Jahnia,Dicotyledons,STAPHYLEACEAE
Staphylea,Dicotyledons,STAPHYLEACEAE
Tapiscia,Dicotyledons,STAPHYLEACEAE
Turpinia,Dicotyledons,STAPHYLEACEAE
Stegnosperma,Dicotyledons,STEGNOSPERMATACEAE
Abroma,Dicotyledons,STERCULIACEAE
Acropogon,Dicotyledons,STERCULIACEAE
Aethiocarpa,Dicotyledons,STERCULIACEAE
Ambroma,Dicotyledons,STERCULIACEAE
Argyrodendron,Dicotyledons,STERCULIACEAE
Astiria,Dicotyledons,STERCULIACEAE
Ayenia,Dicotyledons,STERCULIACEAE
Basiloxylon,Dicotyledons,STERCULIACEAE
Brachychiton,Dicotyledons,STERCULIACEAE
Buettneria,Dicotyledons,STERCULIACEAE
Byttneria,Dicotyledons,STERCULIACEAE
Chaetaea,Dicotyledons,STERCULIACEAE
Cheirolaena,Dicotyledons,STERCULIACEAE
Cheirostemon,Dicotyledons,STERCULIACEAE
Chiranthodendron,Dicotyledons,STERCULIACEAE
Chlamydocola,Dicotyledons,STERCULIACEAE
Cistanthera,Dicotyledons,STERCULIACEAE
Cola,Dicotyledons,STERCULIACEAE
Commersonia,Dicotyledons,STERCULIACEAE
Cotylonychia,Dicotyledons,STERCULIACEAE
Dendroleandria,Dicotyledons,STERCULIACEAE
Dicarpidium,Dicotyledons,STERCULIACEAE
Dombeya,Dicotyledons,STERCULIACEAE
Eriolaena,Dicotyledons,STERCULIACEAE
Erythropsis,Dicotyledons,STERCULIACEAE
Firmiana,Dicotyledons,STERCULIACEAE
Franciscodendron,Dicotyledons,STERCULIACEAE
Fremontia,Dicotyledons,STERCULIACEAE
Fremontodendron,Dicotyledons,STERCULIACEAE
Gilesia,Dicotyledons,STERCULIACEAE
Glossostemon,Dicotyledons,STERCULIACEAE
Guazuma,Dicotyledons,STERCULIACEAE
Guichenotia,Dicotyledons,STERCULIACEAE
Hannafordia,Dicotyledons,STERCULIACEAE
Harmsia,Dicotyledons,STERCULIACEAE
Helicteres,Dicotyledons,STERCULIACEAE
Helmiopsiella,Dicotyledons,STERCULIACEAE
Helmiopsis,Dicotyledons,STERCULIACEAE
Heritiera,Dicotyledons,STERCULIACEAE
Hermannia,Dicotyledons,STERCULIACEAE
Herrania,Dicotyledons,STERCULIACEAE
Hildegardia,Dicotyledons,STERCULIACEAE
Hypophyllanthus,Dicotyledons,STERCULIACEAE
Keraudrenia,Dicotyledons,STERCULIACEAE
Kleinhovia,Dicotyledons,STERCULIACEAE
Lasiopetalum,Dicotyledons,STERCULIACEAE
Leptonychia,Dicotyledons,STERCULIACEAE
Leptonychiopsis,Dicotyledons,STERCULIACEAE
Lysiosepalum,Dicotyledons,STERCULIACEAE
Mahernia,Dicotyledons,STERCULIACEAE
Mansonia,Dicotyledons,STERCULIACEAE
Maxwellia,Dicotyledons,STERCULIACEAE
Megatritheca,Dicotyledons,STERCULIACEAE
Melhania,Dicotyledons,STERCULIACEAE
Melochia,Dicotyledons,STERCULIACEAE
Neoregnellia,Dicotyledons,STERCULIACEAE
Nephropetalum,Dicotyledons,STERCULIACEAE
Nesogordonia,Dicotyledons,STERCULIACEAE
Octolobus,Dicotyledons,STERCULIACEAE
Paradombeya,Dicotyledons,STERCULIACEAE
Paragrewia,Dicotyledons,STERCULIACEAE
Paramelhania,Dicotyledons,STERCULIACEAE
Pentapetes,Dicotyledons,STERCULIACEAE
Physodium,Dicotyledons,STERCULIACEAE
Pimia,Dicotyledons,STERCULIACEAE
Pterocymbium,Dicotyledons,STERCULIACEAE
Pterospermum,Dicotyledons,STERCULIACEAE
Pterygota,Dicotyledons,STERCULIACEAE
Rayleya,Dicotyledons,STERCULIACEAE
Reevesia,Dicotyledons,STERCULIACEAE
Ruizia,Dicotyledons,STERCULIACEAE
Rulingia,Dicotyledons,STERCULIACEAE
Scaphium,Dicotyledons,STERCULIACEAE
Scaphopetalum,Dicotyledons,STERCULIACEAE
Seringia,Dicotyledons,STERCULIACEAE
Sideria,Dicotyledons,STERCULIACEAE
Sitella,Dicotyledons,STERCULIACEAE
Sterculia,Dicotyledons,STERCULIACEAE
Tarrietia,Dicotyledons,STERCULIACEAE
Tetradia,Dicotyledons,STERCULIACEAE
Theobroma,Dicotyledons,STERCULIACEAE
Thomasia,Dicotyledons,STERCULIACEAE
Tribroma,Dicotyledons,STERCULIACEAE
Triplochiton,Dicotyledons,STERCULIACEAE
Trochetia,Dicotyledons,STERCULIACEAE
Trochetiopsis,Dicotyledons,STERCULIACEAE
Ungeria,Dicotyledons,STERCULIACEAE
Veeresia,Dicotyledons,STERCULIACEAE
Waltheria,Dicotyledons,STERCULIACEAE
Xylosterculia,Dicotyledons,STERCULIACEAE
Campylostachys,Dicotyledons,STILBACEAE
Eurylobium,Dicotyledons,STILBACEAE
Euthystachys,Dicotyledons,STILBACEAE
Stilbe,Dicotyledons,STILBACEAE
Xeroplana,Dicotyledons,STILBACEAE
Strasburgeria,Dicotyledons,STRASBURGERIACEAE
Donatia,Dicotyledons,STYLIDIACEAE
Forstera,Dicotyledons,STYLIDIACEAE
Levenhookia,Dicotyledons,STYLIDIACEAE
Oreostylidium,Dicotyledons,STYLIDIACEAE
Phyllachne,Dicotyledons,STYLIDIACEAE
Stylidium,Dicotyledons,STYLIDIACEAE
Stylobasium,Dicotyledons,STYLOBASIACEAE
Alniphyllum,Dicotyledons,STYRACACEAE
Anthostyrax,Dicotyledons,STYRACACEAE
Bruinsmia,Dicotyledons,STYRACACEAE
Foveolaria,Dicotyledons,STYRACACEAE
Halesia,Dicotyledons,STYRACACEAE
Huodendron,Dicotyledons,STYRACACEAE
Melliodendron,Dicotyledons,STYRACACEAE
Pamphilia,Dicotyledons,STYRACACEAE
Parastyrax,Dicotyledons,STYRACACEAE
Pterostyrax,Dicotyledons,STYRACACEAE
Rehderodendron,Dicotyledons,STYRACACEAE
Sinojackia,Dicotyledons,STYRACACEAE
Styrax,Dicotyledons,STYRACACEAE
Cadellia,Dicotyledons,SURIANACEAE
Guilfoylia,Dicotyledons,SURIANACEAE
Suriana,Dicotyledons,SURIANACEAE
Cordyloblaste,Dicotyledons,SYMPLOCACEAE
Symplocos,Dicotyledons,SYMPLOCACEAE
Hololachna,Dicotyledons,TAMARICACEAE
Myricaria,Dicotyledons,TAMARICACEAE
Myrtama,Dicotyledons,TAMARICACEAE
Reaumuria,Dicotyledons,TAMARICACEAE
Tamaricaria,Dicotyledons,TAMARICACEAE
Tamarix,Dicotyledons,TAMARICACEAE
Tepuianthus,Dicotyledons,TEPUIANTHACEAE
Tupeianthus,Dicotyledons,TEPUIANTHACEAE
Tetracentron,Dicotyledons,TETRACENTRACEAE
Tetrachondra,Dicotyledons,TETRACHONDRACEAE
Pentamerista,Dicotyledons,TETRAMERISTACEAE
Tetramerista,Dicotyledons,TETRAMERISTACEAE
Adinandra,Dicotyledons,THEACEAE
Adinandrella,Dicotyledons,THEACEAE
Amphania,Dicotyledons,THEACEAE
Anneslea,Dicotyledons,THEACEAE
Apterosperma,Dicotyledons,THEACEAE
Archboldiodendron,Dicotyledons,THEACEAE
Balthasaria,Dicotyledons,THEACEAE
Camellia,Dicotyledons,THEACEAE
Cleyera,Dicotyledons,THEACEAE
Closaschima,Dicotyledons,THEACEAE
Dankia,Dicotyledons,THEACEAE
Dubardella,Dicotyledons,THEACEAE
Dupinia,Dicotyledons,THEACEAE
Erythrochiton,Dicotyledons,THEACEAE
Eurya,Dicotyledons,THEACEAE
Ficalhoa,Dicotyledons,THEACEAE
Franklinia,Dicotyledons,THEACEAE
Freziera,Dicotyledons,THEACEAE
Glyptocarpa,Dicotyledons,THEACEAE
Gordonia,Dicotyledons,THEACEAE
Haemocharis,Dicotyledons,THEACEAE
Hartia,Dicotyledons,THEACEAE
Hoferia,Dicotyledons,THEACEAE
Killipiodendron,Dicotyledons,THEACEAE
Laplacea,Dicotyledons,THEACEAE
Lindleya,Dicotyledons,THEACEAE
Llanosia,Dicotyledons,THEACEAE
Melchiora,Dicotyledons,THEACEAE
Paranneslea,Dicotyledons,THEACEAE
Parapyrenaria,Dicotyledons,THEACEAE
Patascoya,Dicotyledons,THEACEAE
Piquetia,Dicotyledons,THEACEAE
Pseudoeurya,Dicotyledons,THEACEAE
Pyrenaria,Dicotyledons,THEACEAE
Reinwardtia,Dicotyledons,THEACEAE
Sakakia,Dicotyledons,THEACEAE
Schima,Dicotyledons,THEACEAE
Sladenia,Dicotyledons,THEACEAE
Stereocarpus,Dicotyledons,THEACEAE
Stewartia,Dicotyledons,THEACEAE
Stuartia,Dicotyledons,THEACEAE
Symplococarpon,Dicotyledons,THEACEAE
Taonabo,Dicotyledons,THEACEAE
Ternstroemia,Dicotyledons,THEACEAE
Ternstroemiopsis,Dicotyledons,THEACEAE
Thea,Dicotyledons,THEACEAE
Tristylium,Dicotyledons,THEACEAE
Tutcheria,Dicotyledons,THEACEAE
Visnea,Dicotyledons,THEACEAE
Voelckeria,Dicotyledons,THEACEAE
Wikstroemia,Dicotyledons,THEACEAE
Yunnanea,Dicotyledons,THEACEAE
Theligonum,Dicotyledons,THELIGONACEAE
Bonellia,Dicotyledons,THEOPHRASTACEAE
Clavija,Dicotyledons,THEOPHRASTACEAE
Deherainia,Dicotyledons,THEOPHRASTACEAE
Horta,Dicotyledons,THEOPHRASTACEAE
Jacquinia,Dicotyledons,THEOPHRASTACEAE
Neomezia,Dicotyledons,THEOPHRASTACEAE
Theophrasta,Dicotyledons,THEOPHRASTACEAE
Zacintha,Dicotyledons,THEOPHRASTACEAE
Aetoxylon,Dicotyledons,THYMELAEACEAE
Amyxa,Dicotyledons,THYMELAEACEAE
Aquilaria,Dicotyledons,THYMELAEACEAE
Arnhemia,Dicotyledons,THYMELAEACEAE
Arthrosolen,Dicotyledons,THYMELAEACEAE
Atemnosiphon,Dicotyledons,THYMELAEACEAE
Basutica,Dicotyledons,THYMELAEACEAE
Brachythalamus,Dicotyledons,THYMELAEACEAE
Chlamydanthus,Dicotyledons,THYMELAEACEAE
Chymococca,Dicotyledons,THYMELAEACEAE
Craspedostoma,Dicotyledons,THYMELAEACEAE
Craterosiphon,Dicotyledons,THYMELAEACEAE
Cryptadenia,Dicotyledons,THYMELAEACEAE
Dais,Dicotyledons,THYMELAEACEAE
Daphne,Dicotyledons,THYMELAEACEAE
Daphnimorpha,Dicotyledons,THYMELAEACEAE
Daphnopsis,Dicotyledons,THYMELAEACEAE
Deltaria,Dicotyledons,THYMELAEACEAE
Dendrostellera,Dicotyledons,THYMELAEACEAE
Diarthron,Dicotyledons,THYMELAEACEAE
Dicranolepis,Dicotyledons,THYMELAEACEAE
Dirca,Dicotyledons,THYMELAEACEAE
Drapetes,Dicotyledons,THYMELAEACEAE
Edgeworthia,Dicotyledons,THYMELAEACEAE
Englerodaphne,Dicotyledons,THYMELAEACEAE
Enkleia,Dicotyledons,THYMELAEACEAE
Eriosolena,Dicotyledons,THYMELAEACEAE
Farreria,Dicotyledons,THYMELAEACEAE
Funifera,Dicotyledons,THYMELAEACEAE
Gilgiodaphne,Dicotyledons,THYMELAEACEAE
Gnidia,Dicotyledons,THYMELAEACEAE
Gonystylus,Dicotyledons,THYMELAEACEAE
Goodallia,Dicotyledons,THYMELAEACEAE
Gyrinops,Dicotyledons,THYMELAEACEAE
Gyrinopsis,Dicotyledons,THYMELAEACEAE
Hyptiodaphne,Dicotyledons,THYMELAEACEAE
Jedda,Dicotyledons,THYMELAEACEAE
Kelleria,Dicotyledons,THYMELAEACEAE
Kerrdora,Dicotyledons,THYMELAEACEAE
Lachnaea,Dicotyledons,THYMELAEACEAE
Lagetta,Dicotyledons,THYMELAEACEAE
Lasiadenia,Dicotyledons,THYMELAEACEAE
Lasiosiphon,Dicotyledons,THYMELAEACEAE
Lethedon,Dicotyledons,THYMELAEACEAE
Leucosmis,Dicotyledons,THYMELAEACEAE
Linodendron,Dicotyledons,THYMELAEACEAE
Linostoma,Dicotyledons,THYMELAEACEAE
Lophostoma,Dicotyledons,THYMELAEACEAE
Lygia,Dicotyledons,THYMELAEACEAE
Macgregorianthus,Dicotyledons,THYMELAEACEAE
Microsemma,Dicotyledons,THYMELAEACEAE
Octolepis,Dicotyledons,THYMELAEACEAE
Oreodendron,Dicotyledons,THYMELAEACEAE
Ovidia,Dicotyledons,THYMELAEACEAE
Passerina,Dicotyledons,THYMELAEACEAE
Peddiea,Dicotyledons,THYMELAEACEAE
Pentathymelaea,Dicotyledons,THYMELAEACEAE
Phaleria,Dicotyledons,THYMELAEACEAE
Pimelea,Dicotyledons,THYMELAEACEAE
Piptochlamys,Dicotyledons,THYMELAEACEAE
Pseudais,Dicotyledons,THYMELAEACEAE
Pseudognidia,Dicotyledons,THYMELAEACEAE
Restella,Dicotyledons,THYMELAEACEAE
Rhamnoneuron,Dicotyledons,THYMELAEACEAE
Schoenobiblus,Dicotyledons,THYMELAEACEAE
Solmsia,Dicotyledons,THYMELAEACEAE
Stellera,Dicotyledons,THYMELAEACEAE
Stelleropsis,Dicotyledons,THYMELAEACEAE
Stephanodaphne,Dicotyledons,THYMELAEACEAE
Struthiola,Dicotyledons,THYMELAEACEAE
Struthiolopsis,Dicotyledons,THYMELAEACEAE
Synandrodaphne,Dicotyledons,THYMELAEACEAE
Synaptolepis,Dicotyledons,THYMELAEACEAE
Tartonia,Dicotyledons,THYMELAEACEAE
Thecanthes,Dicotyledons,THYMELAEACEAE
Thymelaea,Dicotyledons,THYMELAEACEAE
Wikstroemia,Dicotyledons,THYMELAEACEAE
Ticodendron,Dicotyledons,TICODENDRACEAE
Acrosepalum,Dicotyledons,TILIACEAE
Althoffia,Dicotyledons,TILIACEAE
Ancistrocarpus,Dicotyledons,TILIACEAE
Apeiba,Dicotyledons,TILIACEAE
Asterophorum,Dicotyledons,TILIACEAE
Belotia,Dicotyledons,TILIACEAE
Berrya,Dicotyledons,TILIACEAE
Brownlowia,Dicotyledons,TILIACEAE
Burretiodendron,Dicotyledons,TILIACEAE
Carpodiptera,Dicotyledons,TILIACEAE
Cephalonema,Dicotyledons,TILIACEAE
Ceratosepalum,Dicotyledons,TILIACEAE
Christiana,Dicotyledons,TILIACEAE
Clappertonia,Dicotyledons,TILIACEAE
Colona,Dicotyledons,TILIACEAE
Columbia,Dicotyledons,TILIACEAE
Corchoropsis,Dicotyledons,TILIACEAE
Corchorus,Dicotyledons,TILIACEAE
Craigia,Dicotyledons,TILIACEAE
Desplatsia,Dicotyledons,TILIACEAE
Dicraspidia,Dicotyledons,TILIACEAE
Diplanthemum,Dicotyledons,TILIACEAE
Diplodiscus,Dicotyledons,TILIACEAE
Diplophractum,Dicotyledons,TILIACEAE
Duboscia,Dicotyledons,TILIACEAE
Eleutherostylis,Dicotyledons,TILIACEAE
Entelea,Dicotyledons,TILIACEAE
Erinocarpus,Dicotyledons,TILIACEAE
Erotium,Dicotyledons,TILIACEAE
Excentrodendron,Dicotyledons,TILIACEAE
Glyphaea,Dicotyledons,TILIACEAE
Goethalsia,Dicotyledons,TILIACEAE
Graeffea,Dicotyledons,TILIACEAE
Grewia,Dicotyledons,TILIACEAE
Grewiopsis,Dicotyledons,TILIACEAE
Hainania,Dicotyledons,TILIACEAE
Halconia,Dicotyledons,TILIACEAE
Hasseltia,Dicotyledons,TILIACEAE
Hasseltiopsis,Dicotyledons,TILIACEAE
Heliocarpus,Dicotyledons,TILIACEAE
Honckenya,Dicotyledons,TILIACEAE
Honkenya,Dicotyledons,TILIACEAE
Hydrogaster,Dicotyledons,TILIACEAE
Jarandersonia,Dicotyledons,TILIACEAE
Ledermannia,Dicotyledons,TILIACEAE
Luehea,Dicotyledons,TILIACEAE
Lueheopsis,Dicotyledons,TILIACEAE
Macrohasseltia,Dicotyledons,TILIACEAE
Microcos,Dicotyledons,TILIACEAE
Mollia,Dicotyledons,TILIACEAE
Mortoniodendron,Dicotyledons,TILIACEAE
Muntingia,Dicotyledons,TILIACEAE
Neosprucea,Dicotyledons,TILIACEAE
Neotessmannia,Dicotyledons,TILIACEAE
Nettoa,Dicotyledons,TILIACEAE
Orthandra,Dicotyledons,TILIACEAE
Pentace,Dicotyledons,TILIACEAE
Pentaplaris,Dicotyledons,TILIACEAE
Petenaea,Dicotyledons,TILIACEAE
Pityranthe,Dicotyledons,TILIACEAE
Pleianthemum,Dicotyledons,TILIACEAE
Pleuranthodendron,Dicotyledons,TILIACEAE
Prockia,Dicotyledons,TILIACEAE
Pseudocorchorus,Dicotyledons,TILIACEAE
Rhizanota,Dicotyledons,TILIACEAE
Rumicicarpus,Dicotyledons,TILIACEAE
Schoutenia,Dicotyledons,TILIACEAE
Sicrea,Dicotyledons,TILIACEAE
Sparmannia,Dicotyledons,TILIACEAE
Sparrmannia,Dicotyledons,TILIACEAE
Spruceanthus,Dicotyledons,TILIACEAE
Tahitia,Dicotyledons,TILIACEAE
Tetralix,Dicotyledons,TILIACEAE
Tilia,Dicotyledons,TILIACEAE
Trichospermum,Dicotyledons,TILIACEAE
Triumfetta,Dicotyledons,TILIACEAE
Triumfettoides,Dicotyledons,TILIACEAE
Vasivaea,Dicotyledons,TILIACEAE
Vinticena,Dicotyledons,TILIACEAE
Vossianthus,Dicotyledons,TILIACEAE
Westphalina,Dicotyledons,TILIACEAE
Toricellia,Dicotyledons,TORRICELLIACEAE
Torricellia,Dicotyledons,TORRICELLIACEAE
Tovaria,Dicotyledons,TOVARIACEAE
Trapa,Dicotyledons,TRAPACEAE
Platytheca,Dicotyledons,TREMANDRACEAE
Tetratheca,Dicotyledons,TREMANDRACEAE
Tremandra,Dicotyledons,TREMANDRACEAE
Humbertiodendron,Dicotyledons,TRIGONIACEAE
Humbertodendron,Dicotyledons,TRIGONIACEAE
Trigonia,Dicotyledons,TRIGONIACEAE
Trigoniastrum,Dicotyledons,TRIGONIACEAE
Trigoniodendron,Dicotyledons,TRIGONIACEAE
Piptocalyx,Dicotyledons,TRIMENIACEAE
Trimenia,Dicotyledons,TRIMENIACEAE
Triplostegia,Dicotyledons,TRIPLOSTEGIACEAE
Trochodendron,Dicotyledons,TROCHODENDRACEAE
Magallana,Dicotyledons,TROPAEOLACEAE
Tropaeastrum,Dicotyledons,TROPAEOLACEAE
Tropaeolum,Dicotyledons,TROPAEOLACEAE
Trophaeastrum,Dicotyledons,TROPAEOLACEAE
Adenoa,Dicotyledons,TURNERACEAE
Erblichia,Dicotyledons,TURNERACEAE
Hyalocalyx,Dicotyledons,TURNERACEAE
Loewia,Dicotyledons,TURNERACEAE
Mathurina,Dicotyledons,TURNERACEAE
Piriqueta,Dicotyledons,TURNERACEAE
Stapfiella,Dicotyledons,TURNERACEAE
Streptopetalum,Dicotyledons,TURNERACEAE
Tricliceras,Dicotyledons,TURNERACEAE
Turnera,Dicotyledons,TURNERACEAE
Wormskioldia,Dicotyledons,TURNERACEAE
Abelicea,Dicotyledons,ULMACEAE
Ampelocera,Dicotyledons,ULMACEAE
Aphananthe,Dicotyledons,ULMACEAE
Celtis,Dicotyledons,ULMACEAE
Chaetachme,Dicotyledons,ULMACEAE
Chaetacme,Dicotyledons,ULMACEAE
Gironniera,Dicotyledons,ULMACEAE
Helminthospermum,Dicotyledons,ULMACEAE
Hemiptelea,Dicotyledons,ULMACEAE
Holoptelea,Dicotyledons,ULMACEAE
Lozanella,Dicotyledons,ULMACEAE
Mirandaceltis,Dicotyledons,ULMACEAE
Nematostigma,Dicotyledons,ULMACEAE
Parasponia,Dicotyledons,ULMACEAE
Phyllostylon,Dicotyledons,ULMACEAE
Plagioceltis,Dicotyledons,ULMACEAE
Planera,Dicotyledons,ULMACEAE
Pteroceltis,Dicotyledons,ULMACEAE
Sparrea,Dicotyledons,ULMACEAE
Sponia,Dicotyledons,ULMACEAE
Trema,Dicotyledons,ULMACEAE
Ulmus,Dicotyledons,ULMACEAE
Zelkova,Dicotyledons,ULMACEAE
Aciphylla,Dicotyledons,UMBELLIFERAE
Acronema,Dicotyledons,UMBELLIFERAE
Actinanthus,Dicotyledons,UMBELLIFERAE
Actinolema,Dicotyledons,UMBELLIFERAE
Actinotus,Dicotyledons,UMBELLIFERAE
Adenosciadium,Dicotyledons,UMBELLIFERAE
Aegokeras,Dicotyledons,UMBELLIFERAE
Aegopodium,Dicotyledons,UMBELLIFERAE
Aethusa,Dicotyledons,UMBELLIFERAE
Aframmi,Dicotyledons,UMBELLIFERAE
Afrocarum,Dicotyledons,UMBELLIFERAE
Afroligusticum,Dicotyledons,UMBELLIFERAE
Afrosison,Dicotyledons,UMBELLIFERAE
Agasyllis,Dicotyledons,UMBELLIFERAE
Ageomoron,Dicotyledons,UMBELLIFERAE
Agrocharis,Dicotyledons,UMBELLIFERAE
Ainsworthia,Dicotyledons,UMBELLIFERAE
Albertia,Dicotyledons,UMBELLIFERAE
Albovia,Dicotyledons,UMBELLIFERAE
Alepidea,Dicotyledons,UMBELLIFERAE
Aletes,Dicotyledons,UMBELLIFERAE
Alococarpum,Dicotyledons,UMBELLIFERAE
Alposelinum,Dicotyledons,UMBELLIFERAE
Ammi,Dicotyledons,UMBELLIFERAE
Ammiopsis,Dicotyledons,UMBELLIFERAE
Ammodaucus,Dicotyledons,UMBELLIFERAE
Ammoides,Dicotyledons,UMBELLIFERAE
Ammoselinum,Dicotyledons,UMBELLIFERAE
Anethum,Dicotyledons,UMBELLIFERAE
Angelica,Dicotyledons,UMBELLIFERAE
Angelocarpa,Dicotyledons,UMBELLIFERAE
Anginon,Dicotyledons,UMBELLIFERAE
Angoseseli,Dicotyledons,UMBELLIFERAE
Anisopoda,Dicotyledons,UMBELLIFERAE
Anisosciadium,Dicotyledons,UMBELLIFERAE
Anisotome,Dicotyledons,UMBELLIFERAE
Annesorhiza,Dicotyledons,UMBELLIFERAE
Anthrichaerophyllum,Dicotyledons,UMBELLIFERAE
Anthriscus,Dicotyledons,UMBELLIFERAE
Aphanopleura,Dicotyledons,UMBELLIFERAE
Apiastrum,Dicotyledons,UMBELLIFERAE
Apium,Dicotyledons,UMBELLIFERAE
Apleura,Dicotyledons,UMBELLIFERAE
Apodicarpum,Dicotyledons,UMBELLIFERAE
Arafoe,Dicotyledons,UMBELLIFERAE
Arctopus,Dicotyledons,UMBELLIFERAE
Arcuatopterus,Dicotyledons,UMBELLIFERAE
Arpitium,Dicotyledons,UMBELLIFERAE
Arracacia,Dicotyledons,UMBELLIFERAE
Artedia,Dicotyledons,UMBELLIFERAE
Asciadium,Dicotyledons,UMBELLIFERAE
Asteriscium,Dicotyledons,UMBELLIFERAE
Astoma,Dicotyledons,UMBELLIFERAE
Astomaea,Dicotyledons,UMBELLIFERAE
Astomatopsis,Dicotyledons,UMBELLIFERAE
Astrantia,Dicotyledons,UMBELLIFERAE
Astrodaucus,Dicotyledons,UMBELLIFERAE
Astydamia,Dicotyledons,UMBELLIFERAE
Athamanta,Dicotyledons,UMBELLIFERAE
Aulacospermum,Dicotyledons,UMBELLIFERAE
Aulospermum,Dicotyledons,UMBELLIFERAE
Austropeucedanum,Dicotyledons,UMBELLIFERAE
Autumnalia,Dicotyledons,UMBELLIFERAE
Azilia,Dicotyledons,UMBELLIFERAE
Azorella,Dicotyledons,UMBELLIFERAE
Balansaea,Dicotyledons,UMBELLIFERAE
Baumiella,Dicotyledons,UMBELLIFERAE
Berula,Dicotyledons,UMBELLIFERAE
Biasolettia,Dicotyledons,UMBELLIFERAE
Bifora,Dicotyledons,UMBELLIFERAE
Bilacunaria,Dicotyledons,UMBELLIFERAE
Bolax,Dicotyledons,UMBELLIFERAE
Bonannia,Dicotyledons,UMBELLIFERAE
Bowlesia,Dicotyledons,UMBELLIFERAE
Brachyapium,Dicotyledons,UMBELLIFERAE
Bubon,Dicotyledons,UMBELLIFERAE
Buniella,Dicotyledons,UMBELLIFERAE
Buniotrinia,Dicotyledons,UMBELLIFERAE
Bunium,Dicotyledons,UMBELLIFERAE
Bupleurum,Dicotyledons,UMBELLIFERAE
Bustillosia,Dicotyledons,UMBELLIFERAE
Butinia,Dicotyledons,UMBELLIFERAE
Cachrys,Dicotyledons,UMBELLIFERAE
Caldasia,Dicotyledons,UMBELLIFERAE
Callisace,Dicotyledons,UMBELLIFERAE
Calyptrosciadium,Dicotyledons,UMBELLIFERAE
Capnophyllum,Dicotyledons,UMBELLIFERAE
Carlesia,Dicotyledons,UMBELLIFERAE
Caropsis,Dicotyledons,UMBELLIFERAE
Carum,Dicotyledons,UMBELLIFERAE
Caucaliopsis,Dicotyledons,UMBELLIFERAE
Caucalis,Dicotyledons,UMBELLIFERAE
Cenolophium,Dicotyledons,UMBELLIFERAE
Centella,Dicotyledons,UMBELLIFERAE
Cephalopodium,Dicotyledons,UMBELLIFERAE
Chaerophyllopsis,Dicotyledons,UMBELLIFERAE
Chaerophyllum,Dicotyledons,UMBELLIFERAE
Chaetosciadium,Dicotyledons,UMBELLIFERAE
Chamaele,Dicotyledons,UMBELLIFERAE
Chamaesciadium,Dicotyledons,UMBELLIFERAE
Chamaesium,Dicotyledons,UMBELLIFERAE
Chamarea,Dicotyledons,UMBELLIFERAE
Changium,Dicotyledons,UMBELLIFERAE
Chlaenosciadium,Dicotyledons,UMBELLIFERAE
Choritaenia,Dicotyledons,UMBELLIFERAE
Chrysophae,Dicotyledons,UMBELLIFERAE
Chuanminshen,Dicotyledons,UMBELLIFERAE
Chymsydia,Dicotyledons,UMBELLIFERAE
Ciclospermum,Dicotyledons,UMBELLIFERAE
Cicuta,Dicotyledons,UMBELLIFERAE
Cnidiocarpa,Dicotyledons,UMBELLIFERAE
Cnidium,Dicotyledons,UMBELLIFERAE
Coaxana,Dicotyledons,UMBELLIFERAE
